1,5,12,6,header,11,10,3,4,2,7,9,8
"(0-3), (3-5), (5-7), (7-8)","(0-4), (4-8), (8-9), (9-10)","(0-3), (3-8), (8-9), (9-10)","(0-5), (5-8), (8-10), (10-11)","(1.1-3.9), (4.0-5.9), (6.0-6.9), (7.0-7.0)","(0-3), (3-6), (6-8), (8-9)","(0-5), (5-8), (8-10), (10-11)","(0-2), (2-5), (5-7), (7-8)","(0-3), (3-6), (6-8), (8-9)","(0-4), (4-7), (7-8), (8-9)","(0-4), (4-7), (7-9), (9-10)","(0-2), (2-5), (5-7), (7-8)","(0-3), (3-6), (6-8), (8-9)"
